OID_,Value,Count,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1428,1866,24978.000000000000000,14800,60,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1429,1867,18958.000000000000000,14900,60,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,98,2,-9999,II-A,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000
1430,1868,1706.000000000000000,14980,60,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,171,97,56,0.670588000000000,0.380392000000000,0.219608000000000
1432,1870,33828222.000000000000000,13030,61,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1433,1871,2.000000000000000,13150,61,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,2,10,88,I-B,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000
1435,1873,1121933.000000000000000,13170,61,13170_57_61,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,123,59,15,11,9,18,73,I-B,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1436,1874,212253.000000000000000,13180,61,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,8,15,77,III-A,138,177,255,0.541176000000000,0.694118000000000,1.000000000000000
1437,1875,70511.000000000000000,13200,61,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,14,22,64,I-C,180,130,180,0.705882000000000,0.509804000000000,0.705882000000000
1438,1876,4011452.000000000000000,13210,61,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,9,14,77,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1439,1877,999.000000000000000,13400,61,13400_61,Appalachian Shale Barrens,Hardwood,-9999,1025,-9999,1025,-9999,100,-9999,V-B,156,156,156,0.611765000000000,0.611765000000000,0.611765000000000
1440,1878,761.000000000000000,13500,61,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,93,7,-9999,V-B,144,43,181,0.564706000000000,0.168627000000000,0.709804000000000
1441,1879,9545.000000000000000,13520,61,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,6,5,89,I-A,117,71,197,0.458824000000000,0.278431000000000,0.772549000000000
1444,1882,2812718.000000000000000,13690,61,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1445,1883,4331579.000000000000000,13700,61,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,51,49,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1446,1884,140.000000000000000,13760,61,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,4,6,90,I-B,222,153,122,0.870588000000000,0.600000000000000,0.478431000000000
1447,1885,14507.000000000000000,13770,61,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1448,1886,186341.000000000000000,14000,61,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,78,21,1,II-A,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1449,1887,1287485.000000000000000,14710,61,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1450,1888,4276179.000000000000000,14720,61,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1451,1889,89772.000000000000000,14790,61,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1452,1890,33863657.000000000000000,13020,63,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2021,-9999,-9999,2021,100,-9999,-9999,V-B,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1453,1891,614906.000000000000000,13030,63,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1454,1892,13771.000000000000000,13210,63,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,9,14,77,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1455,1893,173208.000000000000000,13620,63,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1456,1894,2048091.000000000000000,13660,63,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1457,1895,9865029.000000000000000,13690,63,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1458,1896,22303522.000000000000000,13700,63,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,53,47,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1459,1897,26643.000000000000000,13730,63,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,100,-9999,-9999,V-B,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1460,1898,61340.000000000000000,13770,63,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1461,1899,17962.000000000000000,14000,63,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,78,21,1,II-A,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1462,1900,1171872.000000000000000,14710,63,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1463,1901,4771716.000000000000000,14720,63,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1464,1902,2191847.000000000000000,14750,63,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1465,1903,63562.000000000000000,14770,63,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,15,-9999,85,III-B,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1466,1904,6134997.000000000000000,14790,63,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1467,1905,191630.000000000000000,14810,63,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,100,-9999,-9999,V-B,232,189,255,0.909804000000000,0.741176000000000,1.000000000000000
1468,1906,383858.000000000000000,14920,63,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122,245,202,0.478431000000000,0.960784000000000,0.792157000000000
1469,1907,262326.000000000000000,14940,63,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,100,-9999,-9999,V-B,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1470,1908,437469.000000000000000,15180,63,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1471,1909,33287831.000000000000000,13030,62,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,15,11,74,I-B,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1472,1910,1857781.000000000000000,13100,62,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,18,24,58,I-B,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1473,1911,12541646.000000000000000,13130,62,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,45,-9999,55,V-A,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1474,1912,12181784.000000000000000,13170,62,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,21,7,72,I-B,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1475,1913,5519577.000000000000000,13210,62,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,20,24,56,III-B,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1476,1914,250961.000000000000000,13700,62,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,51,49,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1477,1915,4364162.000000000000000,14710,62,14710_51_62,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,429,67,58,-9999,14,86,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1478,1916,4043387.000000000000000,14720,62,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,-9999,200,166,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1479,1917,144567.000000000000000,14790,62,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1480,1918,70731.000000000000000,14930,62,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1481,1919,890746.000000000000000,15180,62,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1482,1920,883643.000000000000000,13020,65,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,-9999,-9999,983,100,-9999,-9999,V-B,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1483,1921,642906.000000000000000,13030,65,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1484,1922,2619055.000000000000000,13240,65,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,8,8,84,I-A,161,112,90,0.631373000000000,0.439216000000000,0.352941000000000
1485,1923,208163.000000000000000,13550,65,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,10,25,65,I-B,255,165,82,1.000000000000000,0.647059000000000,0.321569000000000
1486,1924,117314.000000000000000,13620,65,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1487,1925,583992.000000000000000,13660,65,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1488,1926,4581381.000000000000000,13690,65,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1489,1927,1853548.000000000000000,13700,65,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,53,47,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1490,1928,7994.000000000000000,13730,65,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,-9999,-9999,1127,100,-9999,-9999,V-B,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1491,1929,18607.000000000000000,13740,65,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,100,-9999,-9999,V-B,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1492,1930,421616.000000000000000,13770,65,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1493,1931,10334.000000000000000,13790,65,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,10,5,85,I-B,237,0,179,0.929412000000000,0.000000000000000,0.701961000000000
1494,1932,91561.000000000000000,14360,65,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,-9999,6,62,38,-9999,I-B,100,31,87,0.392157000000000,0.121569000000000,0.341176000000000
1495,1933,105621.000000000000000,14710,65,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,14,20,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1496,1934,48763.000000000000000,14720,65,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1497,1935,32900.000000000000000,14750,65,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1498,1936,12779.000000000000000,14770,65,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,15,-9999,85,III-B,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1499,1937,937974.000000000000000,14790,65,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1500,1938,207445.000000000000000,14800,65,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1501,1939,162701.000000000000000,14900,65,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,-9999,-9999,508,100,-9999,-9999,V-B,255,235,0,1.000000000000000,0.921569000000000,0.000000000000000
1502,1940,248521.000000000000000,14940,65,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,100,-9999,-9999,V-B,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1503,1941,415329.000000000000000,15180,65,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1504,1942,163668.000000000000000,15260,65,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,100,-9999,-9999,V-B,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1505,1943,25433196.000000000000000,13020,64,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2108,-9999,-9999,2108,100,-9999,-9999,V-B,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1506,1944,1315554.000000000000000,13030,64,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B,215,185,100,0.843137000000000,0.725490000000000,0.392157000000000
1507,1945,372040.000000000000000,13540,64,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B,255,196,82,1.000000000000000,0.768627000000000,0.321569000000000
1508,1946,3743748.000000000000000,13620,64,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1509,1947,16207712.000000000000000,13660,64,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1510,1948,7320635.000000000000000,13690,64,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1511,1949,4503306.000000000000000,13700,64,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,53,47,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1512,1950,798535.000000000000000,13730,64,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,100,-9999,-9999,V-B,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1513,1951,5615791.000000000000000,13740,64,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,100,-9999,-9999,V-B,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1514,1952,813099.000000000000000,13770,64,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1515,1953,276217.000000000000000,13890,64,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,27,51,22,V-B,150,255,231,0.588235000000000,1.000000000000000,0.905882000000000
1516,1954,1129.000000000000000,14000,64,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1604,4,78,21,1,II-A,255,153,229,1.000000000000000,0.600000000000000,0.898039000000000
1517,1955,13517.000000000000000,14090,64,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,88,12,-9999,V-A,227,235,117,0.890196000000000,0.921569000000000,0.458824000000000
1518,1956,2157939.000000000000000,14710,64,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,14,20,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1519,1957,4814220.000000000000000,14720,64,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1520,1958,4306897.000000000000000,14750,64,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1521,1959,270732.000000000000000,14770,64,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,15,-9999,85,III-B,106,0,138,0.415686000000000,0.000000000000000,0.541176000000000
1522,1960,448215.000000000000000,14790,64,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1523,1961,5384.000000000000000,14800,64,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,-9999,-9999,100,V-A,102,212,179,0.400000000000000,0.831373000000000,0.701961000000000
1524,1962,29568.000000000000000,14940,64,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,100,-9999,-9999,V-B,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1525,1963,1375507.000000000000000,15180,64,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1526,1964,493044.000000000000000,15260,64,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,100,-9999,-9999,V-B,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1527,1965,24585856.000000000000000,13100,52,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1528,1966,5892032.000000000000000,13110,52,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,6,6,88,I-B,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1529,1967,44775672.000000000000000,13130,52,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,45,-9999,55,V-A,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1530,1968,1862368.000000000000000,13940,52,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,1,3,96,I-A,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1531,1969,1626423.000000000000000,13950,52,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1532,1970,380069.000000000000000,14110,52,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,100,-9999,-9999,II-C,235,255,0,0.921569000000000,1.000000000000000,0.000000000000000
1533,1971,232622.000000000000000,14120,52,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,96,-9999,4,II-A,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
1534,1972,1599930.000000000000000,14210,52,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1535,1973,4057970.000000000000000,14710,52,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,-9999,14,86,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1536,1974,4933539.000000000000000,14790,52,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1537,1975,320701.000000000000000,14920,52,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122,245,202,0.478431000000000,0.960784000000000,0.792157000000000
1538,1976,773374.000000000000000,14930,52,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1539,1977,1396512.000000000000000,15180,52,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1540,1978,5810.000000000000000,13020,66,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,-9999,-9999,983,100,-9999,-9999,V-B,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1543,1981,36.000000000000000,13540,66,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B,255,196,82,1.000000000000000,0.768627000000000,0.321569000000000
1544,1982,677.000000000000000,13620,66,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1545,1983,235.000000000000000,13660,66,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1546,1984,31.000000000000000,13690,66,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1548,1986,2500.000000000000000,13730,66,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,-9999,-9999,1127,100,-9999,-9999,V-B,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1549,1987,1.000000000000000,13740,66,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,100,-9999,-9999,V-B,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1550,1988,71.000000000000000,13770,66,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1555,1993,359.000000000000000,14750,66,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1557,1995,1053.000000000000000,14790,66,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1560,1998,468.000000000000000,14940,66,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,100,-9999,-9999,V-B,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1561,1999,8267.000000000000000,15260,66,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,100,-9999,-9999,V-B,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1562,2000,47747.000000000000000,13050,53,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,88,1,11,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
1564,2002,60917.000000000000000,13150,53,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,2,10,88,I-B,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000
1565,2003,2530228.000000000000000,13170,53,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,6,1,93,I-B,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1566,2004,25662.000000000000000,13180,53,13180_48_53,Southern and Central Appalachian Cove Forest,Hardwood,555,727,88,69,12,10,78,III-A,138,177,255,0.541176000000000,0.694118000000000,1.000000000000000
